2010-01-07T10:11:00Z,Embassy Abu Dhabi,"PGOV, SOCI, KIPR, ECON, ENRG, AE"
2010-01-07T09:11:00Z,Consulate Guangzhou,"ENRG, SENV, PREL, ETRD, KIPR, PGOV, CH, HK"
2010-01-06T09:06:00Z,"American Institute Taiwan, Taipei","ECON, KIPR, ETRD, PGOV, TW"
2010-01-06T05:35:00Z,Embassy Seoul,"ETRD, KIPR, KS"
2010-01-04T10:03:00Z,Embassy Manila,"KIPR, ETRD, EAGR, RP"
2009-12-31T08:00:00Z,Embassy Beirut,"ECON, ESTH, EINT, PGOV, KGHG, KIPR, TSPL, LE"
2009-12-31T04:48:00Z,Embassy Bangkok,"ECON, ETRD, EINV, KIPR, PREL, TH"
2009-12-30T21:05:00Z,Embassy San Jose,"ECON, ETRD, KIPR, CS, PREL, PGOV"
2009-12-30T10:22:00Z,Embassy Bangkok,"ECON, ETRD, KIPR, PREL, TH"
2009-12-29T22:50:00Z,Embassy Caracas,"ECON, KIPR, EINV, ETRD, EIND, EINT, ECIN, CH, VE"
2009-12-29T08:21:00Z,Embassy Ankara,"EINV, ETRD, KTDB, KIPR, USTR, TU"
2009-12-28T06:03:00Z,Embassy Singapore,"ETRD, ECON, EFIN, EINV, ECPS, SENV, EAGR, KTEX, KIPR, SN"
2009-12-23T10:46:00Z,Embassy Paris,"ECON, ETRD, KIPR, FR"
2009-12-23T09:27:00Z,Embassy Paris,"ECON, ETRD, KIPR, PREL, FR"
2009-12-23T09:11:00Z,Embassy Beijing,"PREL, PGOV, ECON, EFIN, KIPR, SENV, EINV, ETRD, PHUM,"
2009-12-23T08:15:00Z,Embassy Beijing,"KIPR, ECON, ETRD, CH"
2009-12-22T20:07:00Z,Embassy San Jose,"ETRD, KIPR, ECON, CS, PREL, PGOV"
2009-12-22T12:49:00Z,Embassy Madrid,"KIPR, SP"
2009-12-22T03:58:00Z,Embassy Beijing,"ECON, EIND, EINV, ETRD, KIPR, CH"
2009-12-21T18:52:00Z,Embassy Brasilia,"ETRD, KIPR, ECON, EFIN, EINV, EAGR, BR"
2009-12-21T15:30:00Z,Embassy Rome,"IT, KIPR, ETRD, ECON, EINT"
2009-12-21T15:29:00Z,Embassy Rome,"IT, KIPR, ETRD, ECON, EINT"
2009-12-18T16:47:00Z,Embassy Paris,"ECPS, ETRD, EIND, KIPR, SCUL, FR"
2009-12-17T11:39:00Z,Consulate Jeddah,"KPAO, SA, SCUL, KIPR, SOCI"
2009-12-16T14:44:00Z,Embassy Riyadh,"ETRD, KIPR, ECON, EINV, PREL, SA"
2009-12-15T14:05:00Z,Embassy Riyadh,"ETRD, KIPR, ECON, EINV, PREL, SA"
2009-12-14T15:22:00Z,USEU Brussels,"KIPR, EIND, ETRD, SENV, ECON, TPHY, TSPL, EUR, EUN"
2009-12-14T14:14:00Z,USEU Brussels,"KIPR, EIND, ETRD, SENV, ECON, TPHY, TSPL, EUR, EUN"
2009-12-14T13:49:00Z,Embassy Stockholm,"KIPR, EINT, ETRD, ECON, PGOV, SW"
2009-12-14T11:02:00Z,Consulate Dubai,"ETRD, KIPR, EFIN, ECON, PREL, AE"
2009-12-12T22:55:00Z,Consulate Chengdu,"ECON, EINV, EIND, ETRD, PGOV, KIPR, CH"
2009-12-11T22:33:00Z,Embassy San Jose,"ECON, ETRD, KIPR, PREL, PGOV, CS"
2009-12-11T06:16:00Z,Consulate Shanghai,"ECON, EIND, EINV, PREL, KIPR, CH, ETRD, SCUL"
2009-12-10T18:01:00Z,Embassy Warsaw,"ECON, ETRD, KIPR, PL"
2009-12-10T14:05:00Z,Consulate Dubai,"ETRD, KIPR, EFIN, ECON, PREL, AE"
2009-12-10T13:21:00Z,Embassy Kuwait,"KBCT, ECON, KIPR, EIND, EINT, ETRD, XF, KU"
2009-12-10T13:15:00Z,Embassy Ashgabat,"KIPR, TBIO, TNGD, TPHY, TRGY, TSPA, PGOV, TX"
2009-12-09T11:36:00Z,Embassy Tashkent,"PREL, ETRD, ELAB, PHUM, ECON, SOCI, KIPR, UZ"
2009-12-09T08:12:00Z,Embassy Tokyo,"ECON, ETRD, EFIN, EINV, KIPR, ECPS, SN"
2009-12-09T00:02:00Z,Consulate Chengdu,"EFIN, EINV, ETRD, PGOV, KIPR, CH"
2009-12-08T20:46:00Z,Embassy Tegucigalpa,"BBSR, ECON, EIND, ETRD, KIPR, HO"
2009-12-08T12:17:00Z,Mission Geneva,"ECON, KIPR, WIPO"
2009-12-08T09:08:00Z,Embassy Astana,"PGOV, PREL, ECON, ETRD, EFIN, EINV, KIPR, KZ"
2009-12-07T06:27:00Z,Embassy Colombo,"KIPR, ECON, PGOV, CE"
2009-12-04T16:44:00Z,Embassy Madrid,"KIPR, PGOV, SP"
2009-12-03T17:37:00Z,Embassy San Jose,"CJAN, SNAR, KIPR, PGOV, PREL, CS"
2009-12-02T12:00:00Z,Embassy Madrid,"KIPR, ETRD, ECPS, SP"
2009-12-01T15:24:00Z,Embassy Santiago,"ECON, KIPR, TRGY, DEA, CI, BL"
2009-12-01T13:15:00Z,Consulate Dubai,"ETRD, KIPR, EFIN, ECON, PREL, AE"
2009-11-27T12:19:00Z,Embassy Madrid,"ECPS, KIPR, SP"
2009-11-27T08:16:00Z,Embassy Colombo,"KIPR, ECON, PGOV, CE"
2009-11-24T16:18:00Z,Embassy San Jose,"ETRD, ECON, KIPR, PREL, PGOV, CS"
2009-11-24T14:10:00Z,Embassy Riyadh,"ETRD, KIPR, SA"
2009-11-24T14:08:00Z,Embassy Paris,"ECON, ETTC, ETRD, BEXP, KIPR, PREL, FR"
2009-11-24T12:31:00Z,Embassy Stockholm,"KIPR, EINT, ETRD, ECON, PGOV, SW"
2009-11-24T12:24:00Z,Embassy New Delhi,"ETRD, EAGR, EINV, KIPR, IN"
2009-11-24T09:25:00Z,Embassy Bangkok,"ECON, ETRD, KIPR, PREL, TH"
2009-11-24T06:43:00Z,Embassy Stockholm,"KIPR, EINT, ECPS, ETRD, PGOV, SW"
2009-11-23T23:41:00Z,Embassy Mexico,"KIPR, ECON, SNAR, MX"
2009-11-23T21:11:00Z,Embassy Santiago,"ECON, OECD, EFIN, ECIN, KIPR, PREL, PGOV, AORC, CI"
2009-11-23T12:30:00Z,Embassy Sofia,"PGOV, EFIN, ECON, KIPR, KJUS, BU"
2009-11-23T12:25:00Z,Consulate Dubai,"ETRD, KIPR, EFIN, ECON, PREL, AE"
2009-11-23T10:31:00Z,Embassy Bangkok,"ECON, ETRD, KIPR, PREL, TH"
2009-11-23T06:36:00Z,Embassy Riyadh,"ETRD, KIPR, ECON, EINV, PREL, SA"
2009-11-23T05:34:00Z,Embassy Riyadh,"ETRD, KIPR, ECON, EINV, PREL, SA"
2009-11-22T06:47:00Z,Embassy Riyadh,"ETRD, KIPR, ECON, EINV, PREL, SA"
2009-11-22T06:46:00Z,Embassy Riyadh,"ETRD, KIPR, ECON, EINV, PREL, SA"
2009-11-20T16:22:00Z,Embassy Madrid,"ECON, ECPS, EFIN, EIND, EINV, ENRG, KIPR, PGOV, SP"
2009-11-20T16:00:00Z,Embassy Lisbon,"ECON, KIPR, PGOV, PO, SZ, EU, UK, FR, GM"
2009-11-20T13:51:00Z,Embassy Brasilia,"KIPR, ETRD, ECON, BR"
2009-11-20T06:58:00Z,Embassy Ankara,"ECON, KCRM, KIPR, ETRD, TU"
2009-11-20T02:28:00Z,Embassy Islamabad,"ECON, KIPR, PGOV, PK"
2009-11-20T00:16:00Z,Consulate Guangzhou,"KPAO, KMDR, PREL, KIPR, ETRD, OVIP, CH"
2009-11-19T17:49:00Z,Embassy Paris,"ETRD, SENV, EAGR, KIPR, KGHG, ISO, FR"
2009-11-19T11:35:00Z,Consulate Jeddah,"KIPR, KPAO, SA, SCUL, SOCI"
2009-11-18T07:48:00Z,Consulate Chengdu,"ETRD, EINV, PGOV, KIPR, KNNP, CH"
2009-11-16T13:00:00Z,Embassy Stockholm,"ECPS, ETTC, KIPR, SENV, EINT, ETRD, OVIP, PGOV, SW"
2009-11-16T04:08:00Z,Consulate Dubai,"ETRD, KIPR, EFIN, ECON, PREL, AE"
2009-11-15T14:14:00Z,Consulate Dubai,"ETRD, KIPR, EFIN, ECON, PREL, AE"
2009-11-13T16:09:00Z,Embassy Madrid,"KIPR, ETRD, ECPS, SP"
2009-11-13T15:05:00Z,Embassy Kyiv,"KIPR, CDC, SOCI, PREL, AMED, CASC, XH, UP"
2009-11-13T14:46:00Z,Embassy Moscow,"ECON, ETRD, KIPR, RS, WTO"
2009-11-13T14:22:00Z,Embassy Ankara,"ECON, EINV, KCRM, KIPR, TU"
2009-11-13T14:14:00Z,Embassy Kyiv,"KIPR, UP"
2009-11-13T12:45:00Z,Embassy Stockholm,"ECPS, KIPR, ETRD, EINT, OVIP, PGOV, SW"
2009-11-13T09:58:00Z,Embassy Beijing,"ECON, EIND, EINV, ETRD, KIPR, CH"
2009-11-12T16:09:00Z,Embassy Athens,"ECON, ETRD, EUN, KIPR, GR"
2009-11-10T16:10:00Z,Mission Geneva,"ECON, KIPR, WIPO"
2009-11-10T05:19:00Z,Embassy Astana,"PGOV, PREL, ECON, ETRD, KIPR, RS, BO, KZ"
2009-11-10T02:08:00Z,Consulate Chengdu,"ECON, KIPR, CH"
2009-11-09T14:06:00Z,Embassy Paris,"ETRD, ECON, KIPR, FR"
2009-11-09T12:28:00Z,Embassy Kuwait,"KIPR, EIND, EINT, ETRD, KU"
2009-11-09T06:04:00Z,Embassy Riyadh,"ETRD, KIPR, ECON, EINV, PREL, SA"
2009-11-07T15:22:00Z,Consulate Jeddah,"KIPR, KPAO, SA, SCUL, SOCI"
2009-11-06T13:14:00Z,Embassy Madrid,"ECON, EFIN, ELAB, KIPR, SP"
2009-11-06T09:26:00Z,Consulate Guangzhou,"ETRD, ECON, KIPR, PREL, EINV, CH"
2009-11-06T06:53:00Z,Embassy Manila,"ETRD, KIPR, ECON, RP"
2009-11-04T19:57:00Z,Embassy Ottawa,"ECON, ETRD, KIPR, CA"
2009-11-04T10:48:00Z,Embassy Madrid,"KIPR, WIPO, SP"
2009-11-04T10:48:00Z,Embassy Madrid,"KIPR, ETRD, ECPS, SP"
2009-11-04T09:16:00Z,Consulate Guangzhou,"KIPR, ETRD, EINV, PREL, PGOV, CH, TW, HK"
2009-11-03T12:44:00Z,Consulate Dubai,"ETRD, KIPR, EFIN, ECON, PREL, AE"
2009-11-03T10:35:00Z,Embassy Riyadh,"ETRD, KIPR, ECON, EINV, PREL, SA"
2009-11-03T08:10:00Z,Consulate Guangzhou,"ETRD, KIPR, PREL, KPAO, KIND, ECON, PGOV, CH"
2009-11-02T11:47:00Z,Embassy Baku,"ECON, EINV, EIND, EAIR, KCOR, TINT, KIPR, AJ, TU, AE,"
2009-11-02T09:55:00Z,Consulate Guangzhou,"ETRD, KIPR, PREL, ECON, EINV, PGOV, CH"
2009-10-30T16:25:00Z,Embassy Rome,"ECON, ETRD, EUN, KIPR, IT"
2009-10-30T15:49:00Z,Embassy Budapest,"ECON, ETRD, KIPR, HU"
2009-10-30T09:46:00Z,Consulate Hong Kong,"ECON, EFIN, EINV, ETRDGK, KIPR, HK, CH"
2009-10-30T03:21:00Z,Consulate Guangzhou,"ETRD, KIPR, ECON, PGOV, CH"
2009-10-30T00:50:00Z,Consulate Guangzhou,"ETRD, KIPR, PREL, ECON, EINV, PGOV, CH"
2009-10-29T15:23:00Z,Embassy Paris,"ETRD, ECON, EAGR, KIPR, FR"
2009-10-29T14:56:00Z,Embassy Paris,"ETRD, ECON, EAGR, KIPR, FR"
2009-10-28T15:29:00Z,Embassy Madrid,"ETRD, KIPR, EINV, ECPS, KCRM, SP"
2009-10-28T14:06:00Z,Embassy Stockholm,"KIPR, ETRD, ECON, PREL, SW"
2009-10-28T07:17:00Z,Embassy Helsinki,"ECON, ETRD, EUN, KIPR, FI"
2009-10-28T02:10:00Z,Embassy Hanoi,"ECON, ETRD, KIPR, SOCI, PGOV, VM"
2009-10-27T20:48:00Z,Embassy San Jose,"ECON, ETRD, KIPR, EINV, PREL, PGOV, CS"
2009-10-27T11:01:00Z,Embassy Riyadh,"ETRD, KIPR, ECON, EINV, PREL, SA"
2009-10-27T10:56:00Z,Embassy London,"ECON, ETRD, EUN, KIPR"
2009-10-27T10:26:00Z,Embassy Riyadh,"ETRD, KIPR, ECON, EINV, PREL, SA"
2009-10-27T09:37:00Z,Embassy Riyadh,"ETRD, KIPR, ECON, EINV, PREL, SA"
2009-10-27T09:34:00Z,Embassy Vienna,"ECON, ETRD, EUN, KIPR, AU"
2009-10-27T09:28:00Z,Embassy Riyadh,"ETRD, KIPR, ECON, EINV, PREL, SA"
2009-10-26T13:20:00Z,Embassy Sofia,"KIPR, ECON, PGOV, BU"
2009-10-26T06:36:00Z,Embassy Berlin,"ECON, ETRD, EUN, KIPR"
2009-10-23T12:30:00Z,Embassy Athens,"ECON, ETRD, EUN, KIPR, GR"
2009-10-23T08:25:00Z,Embassy Madrid,"ECON, ETRD, KIPR, EUN, SP"
2009-10-23T04:42:00Z,Embassy Colombo,"ECON, ETRD, EAGR, EINV, ELAB, KIPR, KTEX, CE"
2009-10-22T14:29:00Z,Embassy Budapest,"ECON, ETRD, EUN, KIPR, HU"
2009-10-22T13:33:00Z,Consulate Dubai,"ETRD, KIPR, EFIN, ECON, PREL, AE"
2009-10-22T10:14:00Z,Embassy Lisbon,"ECON, KIPR, PGOV, PO, SZ, EU, UK, FR, GM"
2009-10-21T21:19:00Z,Embassy Quito,"ETRD, KIPR, EIND, EC"
2009-10-21T13:01:00Z,Embassy Tallinn,"ECON, ETRD, EUN, EN, KIPR"
2009-10-21T12:45:00Z,Embassy Lisbon,"ECON, EAGR, ETRD, PGOV, PREL, EUN, KIPR, PO"
2009-10-20T16:05:00Z,Embassy Madrid,"PREL, MOPS, KIPR, SP, AF, KV, BK, LE, IR, CU, HO"
2009-10-19T09:51:00Z,Embassy Bucharest,"ECON, ETRD, EUN, KIPR, RO"
2009-10-16T13:29:00Z,Embassy Prague,"KIPR, ECON, ETRD"
2009-10-16T04:44:00Z,Embassy Tashkent,"ECON, ETRD, KIPR, UZ"
2009-10-15T09:55:00Z,Embassy Riyadh,"ETRD, KIPR, ECON, EINV, PREL, SA"
2009-10-15T07:21:00Z,Embassy Seoul,"ETRD, KIPR, KS"
2009-10-13T19:16:00Z,Embassy Quito,"ETRD, KIPR, EIND, EC"
2009-10-13T17:25:00Z,Embassy Riyadh,"ECON, EINV, ETRD, KIPR, PREL, SA"
2009-10-06T15:04:00Z,Embassy Madrid,"KIPR, ETRD, ECPS, KCRM, SP"
2009-10-05T06:42:00Z,Embassy The Hague,"EINT, ECON, KIPR, NL"
2009-10-01T16:06:00Z,Embassy Mexico,"KIPR, ECON, SNAR, MX"
2009-10-01T13:19:00Z,Embassy Mexico,"KIPR, ECON, SNAR, MX"
2009-10-01T04:17:00Z,Embassy Stockholm,"KIPR, EINV, ETRD, PREL, SW, CM"
2009-09-30T07:40:00Z,Consulate Guangzhou,"ETRD, PREL, EINV, KIPR, ECON, PGOV, TW, CH"
2009-09-28T19:18:00Z,Embassy Managua,"ECON, ETRD, KIPR, USTR, NU"
2009-09-28T08:29:00Z,Consulate Dubai,"ETRD, KIPR, EFIN, ECON, PREL, AE"
2009-09-24T15:23:00Z,Embassy Tripoli,"ECON, ECIN, ELAB, EPET, EMIN, KIPR, PGOV, BBSR, LY"
2009-09-21T09:32:00Z,Embassy Brasilia,"ECON, TSPL, TPHY, TNGD, TINT, KIPR, KSCA, NSF, BR"
2009-09-18T15:44:00Z,Embassy Madrid,"ECON, EIND, EINV, ELAB, ENRG, EPET, KIPR, SP"
2009-09-18T11:39:00Z,Embassy Oslo,"BEXP, KIPR, ETRD, EINV, EPET, ENRG, NO"
2009-09-18T08:52:00Z,Embassy Beijing,"ECON, ETRD, KIPR, PGOV, CH"
2009-09-16T14:45:00Z,Embassy Paris,"ECON, EIND,ETRD, KIPR, PREL, FR"
2009-09-15T04:20:00Z,Embassy Abuja,"ECON: ETRD, KIPR, WIPO, NI"
2009-09-15T02:08:00Z,Consulate Hong Kong,"ECON, EFIN, EINV, ETRD, KIPR, HK, CH"
2009-09-14T18:26:00Z,Embassy Buenos Aires,"TBIO, SOCI, PREL, AMED, ELAB, CASC, KIPR, AR"
2009-09-14T13:29:00Z,Embassy Riyadh,"ECON, ETRD, KIPR, SA"
2009-09-14T12:59:00Z,Consulate Dubai,"ETRD, KIPR, EFIN, ECON, PREL, AE"
2009-09-14T06:14:00Z,Embassy Kuala Lumpur,"ECON, ETRD, KIPR, MY"
2009-09-13T14:49:00Z,Embassy Algiers,"ECON, KIPR, ETRD, WIPO, AG"
2009-09-11T16:53:00Z,Embassy Brasilia,"PHUM, PREL, KIPR, ETRD, ECON, UN, BR"
2009-09-11T09:00:00Z,Embassy Manila,"ETRD, KIPR, EINV, ECON, RP"
2009-09-11T07:57:00Z,Embassy Rome,"IT, KIPR, ETRD, ECON, EINT"
2009-09-09T04:00:00Z,Embassy Bandar Seri Begawan,"KIPR, ETRD, ECON, EINV, USTR, BX"
2009-09-08T13:07:00Z,Embassy Brasilia,"EAGR, TBIO, ECON, KSCA, KIPR, EAID, ETRD, BR"
2009-09-08T10:29:00Z,Embassy Beijing,"ETRD, PREL, EINV, KIPR, CM, TW"
2009-09-04T14:27:00Z,Secretary of State,"ECON, ETRD, KIPR, WIPO"
2009-09-04T06:07:00Z,Embassy Bandar Seri Begawan,"KIPR, ETRD, ECON, EINV, USTR, BX"
2009-09-04T05:58:00Z,Embassy Bandar Seri Begawan,"KIPR, ETRD, ECON, EINV, USTR, BX"
2009-09-04T05:55:00Z,Consulate Hong Kong,"ECON, EFIN, EINV, ETRD, KIPR, HK, CH"
2009-09-03T18:27:00Z,Secretary of State,"ECON, ETRD, KIPR, CA"
2009-09-03T14:58:00Z,Mission Geneva,"ECON, KIPR, SENV, WIPO"
2009-09-03T13:26:00Z,Mission Geneva,"ECON, KIPR, WIPO"
2009-08-30T06:31:00Z,Consulate Dubai,"ETRD, KIPR, EFIN, ECON, PREL, AE"
2009-08-28T11:19:00Z,Embassy Tashkent,"ECON, PREL, TSPL, ETTC, KTIA, KIPR, KSTC, UZ"
2009-08-28T01:06:00Z,Embassy Bandar Seri Begawan,"KIPR, ETRD, ECON, EINV, USTR, BX"
2009-08-25T10:10:00Z,Embassy Stockholm,"KIPR, ECON, ETRD, PGOV, SW"
2009-08-25T06:43:00Z,Consulate Guangzhou,"ETRD, KIPR, KIND, ECON, EINV, PGOV, CH"
2009-08-21T15:32:00Z,Embassy Buenos Aires,"TBIO, SOCI, PREL, AMED, ELAB, CASC, KIPR, AR"
2009-08-21T15:23:00Z,Embassy Brasilia,"KIPR, ETRD, ECON, BR"
2009-08-21T14:10:00Z,Embassy Ottawa,"ECON, ETRD, KIPR, CA"
2009-08-21T02:10:00Z,Consulate Ho Chi Minh City,"ECON, KIPR, EAID, ETRD, VM"
2009-08-20T08:14:00Z,Consulate Guangzhou,"ETRD, KIPR, ECON, PGOV, CH"
2009-08-18T06:23:00Z,Consulate Dubai,"ETRD, KIPR, EFIN, ECON, PREL, AF, TC"
2009-08-17T17:15:00Z,Embassy Brasilia,"KIPR, ETRD, ECON, BR"
2009-08-17T11:02:00Z,Embassy Beirut,"BEXP, ECON, EFIN, EINV, ETRD, KIPR, PGOV, LE, SOCI"
2009-08-14T10:24:00Z,Embassy Madrid,"ECON, ELAB, EFIN, ECPS, KIPR"
2009-08-13T06:51:00Z,Embassy Beirut,"ECON, EFIN, ELTN, EINV, ENRG, ETRD, KIPR, KFLU, PGOV, LE"
2009-08-13T06:51:00Z,Embassy Beirut,"ECON, EFIN, ELTN, EINV, ENRG, ETRD, KIPR, KFLU, PGOV, LE"
2009-08-13T02:52:00Z,Embassy Singapore,"KIPR, ETRD, EINV, ECON, SN"
2009-08-12T07:25:00Z,Embassy Moscow,"ECON, ETRD, KIPR, KCRM, RS, WTO"
2009-08-10T12:58:00Z,Embassy Vienna,"ECON, EINT, ETRD, KIPR, AU"
